Frame,Team,Player,X,Y
39,Team B,4,35.0,44.0
39,Team B,5,20.0,29.0
39,Team B,6,21.0,36.0
39,Team B,7,75.0,21.0
39,Team B,8,88.0,27.0
39,Team B,9,70.0,61.0
39,Team B,10,43.0,15.0
40,Team A,0,45.0,43.0
40,Team A,1,55.0,15.0
40,Team A,2,54.0,24.0
40,Team A,3,71.0,55.0
40,Team A,4,31.0,58.0
40,Team A,5,1.0,15.0
40,Team A,6,2.0,62.0
40,Team A,7,7.0,34.0
40,Team A,8,46.0,58.0
40,Team A,9,23.0,25.0
40,Team A,10,49.0,25.0
40,Team B,0,65.0,9.0
40,Team B,1,100.0,6.0
40,Team B,2,76.0,8.0
40,Team B,3,60.0,18.0
40,Team B,4,35.0,44.0
40,Team B,5,19.0,28.0
40,Team B,6,22.0,37.0
40,Team B,7,74.0,20.0
40,Team B,8,89.0,28.0
40,Team B,9,71.0,60.0
40,Team B,10,43.0,14.0
41,Team A,0,45.0,43.0
41,Team A,1,55.0,15.0
41,Team A,2,54.0,24.0
41,Team A,3,70.0,54.0
41,Team A,4,32.0,57.0
41,Team A,5,2.0,15.0
41,Team A,6,2.0,62.0
41,Team A,7,6.0,35.0
41,Team A,8,45.0,59.0
41,Team A,9,23.0,25.0
41,Team A,10,50.0,26.0
41,Team B,0,65.0,9.0
41,Team B,1,101.0,5.0
41,Team B,2,76.0,8.0
41,Team B,3,61.0,19.0
41,Team B,4,34.0,43.0
41,Team B,5,20.0,29.0
41,Team B,6,23.0,38.0
41,Team B,7,75.0,21.0
41,Team B,8,88.0,27.0
41,Team B,9,70.0,61.0
41,Team B,10,43.0,13.0
42,Team A,0,44.0,44.0
42,Team A,1,54.0,16.0
42,Team A,2,55.0,25.0
42,Team A,3,69.0,53.0
42,Team A,4,33.0,56.0
42,Team A,5,2.0,15.0
42,Team A,6,2.0,62.0
42,Team A,7,5.0,36.0
42,Team A,8,45.0,60.0
42,Team A,9,22.0,26.0
42,Team A,10,49.0,27.0
42,Team B,0,65.0,9.0
42,Team B,1,100.0,6.0
42,Team B,2,76.0,8.0
42,Team B,3,60.0,20.0
42,Team B,4,33.0,42.0
42,Team B,5,20.0,29.0
42,Team B,6,22.0,37.0
42,Team B,7,76.0,22.0
42,Team B,8,88.0,27.0
42,Team B,9,70.0,61.0
42,Team B,10,43.0,13.0
43,Team A,0,45.0,43.0
43,Team A,1,55.0,15.0
43,Team A,2,56.0,24.0
43,Team A,3,69.0,53.0
43,Team A,4,33.0,56.0
43,Team A,5,2.0,15.0
43,Team A,6,2.0,62.0
43,Team A,7,6.0,35.0
43,Team A,8,45.0,61.0
43,Team A,9,21.0,27.0
43,Team A,10,48.0,26.0
43,Team B,0,65.0,9.0
43,Team B,1,99.0,5.0
43,Team B,2,77.0,7.0
43,Team B,3,61.0,19.0
43,Team B,4,34.0,43.0
43,Team B,5,20.0,29.0
43,Team B,6,22.0,36.0
43,Team B,7,75.0,23.0
43,Team B,8,87.0,28.0
43,Team B,9,70.0,61.0
43,Team B,10,43.0,13.0
44,Team A,0,45.0,43.0
44,Team A,1,55.0,15.0
44,Team A,2,55.0,25.0
44,Team A,3,70.0,54.0
44,Team A,4,32.0,57.0
44,Team A,5,2.0,15.0
44,Team A,6,1.0,63.0
44,Team A,7,6.0,34.0
44,Team A,8,45.0,61.0
44,Team A,9,22.0,26.0
44,Team A,10,47.0,25.0
44,Team B,0,65.0,9.0
44,Team B,1,100.0,6.0
44,Team B,2,76.0,8.0
44,Team B,3,61.0,19.0
44,Team B,4,35.0,44.0
44,Team B,5,19.0,28.0
44,Team B,6,22.0,35.0
44,Team B,7,76.0,22.0
44,Team B,8,88.0,27.0
44,Team B,9,71.0,62.0
44,Team B,10,43.0,13.0
45,Team A,0,45.0,43.0
45,Team A,1,55.0,15.0
45,Team A,2,56.0,26.0
45,Team A,3,69.0,53.0
45,Team A,4,33.0,56.0
45,Team A,5,2.0,15.0
45,Team A,6,2.0,62.0
45,Team A,7,6.0,33.0
45,Team A,8,45.0,61.0
45,Team A,9,23.0,25.0
45,Team A,10,46.0,24.0
45,Team B,0,64.0,8.0
45,Team B,1,99.0,7.0
45,Team B,2,77.0,9.0
45,Team B,3,61.0,19.0
45,Team B,4,35.0,44.0
45,Team B,5,20.0,29.0
45,Team B,6,22.0,35.0
45,Team B,7,76.0,22.0
45,Team B,8,88.0,27.0
45,Team B,9,70.0,61.0
45,Team B,10,43.0,13.0
46,Team A,0,45.0,43.0
46,Team A,1,55.0,15.0
46,Team A,2,57.0,27.0
46,Team A,3,69.0,53.0
46,Team A,4,33.0,56.0
46,Team A,5,1.0,14.0
46,Team A,6,2.0,62.0
46,Team A,7,6.0,33.0
46,Team A,8,45.0,61.0
46,Team A,9,23.0,25.0
46,Team A,10,47.0,25.0
46,Team B,0,65.0,9.0
46,Team B,1,100.0,6.0
46,Team B,2,76.0,8.0
46,Team B,3,62.0,20.0
46,Team B,4,34.0,43.0
46,Team B,5,19.0,28.0
46,Team B,6,22.0,35.0
46,Team B,7,76.0,22.0
46,Team B,8,89.0,26.0
46,Team B,9,71.0,60.0
46,Team B,10,44.0,12.0
47,Team A,0,46.0,44.0
47,Team A,1,55.0,15.0
47,Team A,2,58.0,26.0
47,Team A,3,69.0,53.0
47,Team A,4,33.0,56.0
47,Team A,5,2.0,15.0
47,Team A,6,2.0,62.0
47,Team A,7,6.0,33.0
47,Team A,8,45.0,61.0
47,Team A,9,23.0,25.0
47,Team A,10,46.0,24.0
47,Team B,0,65.0,9.0
47,Team B,1,100.0,6.0
47,Team B,2,77.0,9.0
47,Team B,3,63.0,19.0
47,Team B,4,35.0,44.0
47,Team B,5,20.0,29.0
47,Team B,6,22.0,35.0
47,Team B,7,75.0,21.0
47,Team B,8,88.0,27.0
47,Team B,9,70.0,59.0
47,Team B,10,43.0,13.0
48,Team A,0,45.0,43.0
48,Team A,1,55.0,15.0
48,Team A,2,57.0,25.0
48,Team A,3,69.0,53.0
48,Team A,4,32.0,57.0
48,Team A,5,2.0,15.0
48,Team A,6,2.0,62.0
48,Team A,7,6.0,33.0
48,Team A,8,45.0,61.0
48,Team A,9,22.0,24.0
48,Team A,10,47.0,25.0
48,Team B,0,65.0,9.0
48,Team B,1,99.0,5.0
48,Team B,2,76.0,8.0
48,Team B,3,62.0,20.0
48,Team B,4,35.0,44.0
48,Team B,5,19.0,28.0
48,Team B,6,23.0,34.0
48,Team B,7,74.0,22.0
48,Team B,8,87.0,28.0
48,Team B,9,70.0,60.0
48,Team B,10,42.0,12.0
49,Team A,0,45.0,43.0
49,Team A,1,56.0,14.0
49,Team A,2,58.0,26.0
49,Team A,3,69.0,53.0
49,Team A,4,33.0,56.0
49,Team A,5,2.0,15.0
49,Team A,6,2.0,62.0
49,Team A,7,6.0,33.0
49,Team A,8,45.0,61.0
49,Team A,9,23.0,25.0
49,Team A,10,48.0,26.0
49,Team B,0,65.0,9.0
49,Team B,1,100.0,6.0
49,Team B,2,76.0,8.0
49,Team B,3,61.0,19.0
49,Team B,4,36.0,45.0
49,Team B,5,20.0,29.0
49,Team B,6,22.0,33.0
49,Team B,7,75.0,22.0
49,Team B,8,88.0,27.0
49,Team B,9,70.0,61.0
49,Team B,10,43.0,13.0
50,Team A,0,45.0,43.0
50,Team A,1,55.0,15.0
50,Team A,2,57.0,25.0
50,Team A,3,69.0,53.0
50,Team A,4,33.0,56.0
50,Team A,5,2.0,15.0
50,Team A,6,2.0,62.0
50,Team A,7,6.0,33.0
50,Team A,8,46.0,62.0
50,Team A,9,22.0,26.0
50,Team A,10,47.0,25.0
50,Team B,0,65.0,9.0
50,Team B,1,100.0,6.0
50,Team B,2,76.0,8.0
50,Team B,3,62.0,18.0
50,Team B,4,35.0,46.0
50,Team B,5,20.0,29.0
50,Team B,6,22.0,34.0
50,Team B,7,76.0,22.0
50,Team B,8,87.0,28.0
50,Team B,9,70.0,61.0
50,Team B,10,42.0,14.0
51,Team A,0,45.0,43.0
51,Team A,1,55.0,15.0
51,Team A,2,56.0,26.0
51,Team A,3,69.0,53.0
51,Team A,4,34.0,55.0
51,Team A,5,2.0,15.0
51,Team A,6,2.0,62.0
51,Team A,7,5.0,32.0
51,Team A,8,45.0,61.0
51,Team A,9,23.0,25.0
51,Team A,10,48.0,26.0
51,Team B,0,66.0,8.0
51,Team B,1,99.0,5.0
51,Team B,2,77.0,7.0
51,Team B,3,61.0,19.0
51,Team B,4,35.0,45.0
51,Team B,5,20.0,29.0
51,Team B,6,21.0,33.0
51,Team B,7,76.0,22.0
51,Team B,8,88.0,27.0
51,Team B,9,70.0,61.0
51,Team B,10,43.0,13.0
52,Team A,0,45.0,43.0
52,Team A,1,55.0,15.0
52,Team A,2,55.0,25.0
52,Team A,3,69.0,53.0
52,Team A,4,33.0,56.0
52,Team A,5,3.0,16.0
52,Team A,6,2.0,62.0
52,Team A,7,6.0,33.0
52,Team A,8,45.0,61.0
52,Team A,9,23.0,25.0
52,Team A,10,49.0,25.0
52,Team B,0,65.0,9.0
52,Team B,1,100.0,6.0
52,Team B,2,76.0,8.0
52,Team B,3,61.0,19.0
52,Team B,4,34.0,44.0
52,Team B,5,20.0,29.0
52,Team B,6,22.0,32.0
52,Team B,7,77.0,23.0
52,Team B,8,88.0,27.0
52,Team B,9,69.0,60.0
52,Team B,10,43.0,13.0
53,Team A,0,45.0,43.0
53,Team A,1,55.0,15.0
53,Team A,2,56.0,24.0
53,Team A,3,69.0,53.0
53,Team A,4,33.0,56.0
53,Team A,5,2.0,15.0
53,Team A,6,2.0,62.0
53,Team A,7,5.0,34.0
53,Team A,8,45.0,61.0
53,Team A,9,23.0,25.0
53,Team A,10,48.0,26.0
53,Team B,0,65.0,9.0
53,Team B,1,100.0,6.0
53,Team B,2,76.0,8.0
53,Team B,3,61.0,19.0
53,Team B,4,33.0,45.0
53,Team B,5,20.0,29.0
53,Team B,6,21.0,33.0
53,Team B,7,76.0,22.0
53,Team B,8,87.0,26.0
53,Team B,9,70.0,61.0
53,Team B,10,43.0,13.0
54,Team A,0,45.0,43.0
54,Team A,1,55.0,15.0
54,Team A,2,55.0,24.0
54,Team A,3,68.0,52.0
54,Team A,4,33.0,56.0
54,Team A,5,2.0,15.0
54,Team A,6,3.0,61.0
54,Team A,7,6.0,35.0
54,Team A,8,45.0,61.0
54,Team A,9,23.0,25.0
54,Team A,10,48.0,27.0
54,Team B,0,65.0,9.0
54,Team B,1,100.0,6.0
54,Team B,2,75.0,9.0
54,Team B,3,61.0,19.0
54,Team B,4,34.0,44.0
54,Team B,5,19.0,30.0
54,Team B,6,22.0,34.0
54,Team B,7,76.0,22.0
54,Team B,8,88.0,27.0
54,Team B,9,70.0,61.0
54,Team B,10,43.0,13.0
55,Team A,0,45.0,43.0
55,Team A,1,55.0,15.0
55,Team A,2,54.0,24.0
55,Team A,3,69.0,53.0
55,Team A,4,34.0,57.0
55,Team A,5,3.0,16.0
55,Team A,6,2.0,62.0
55,Team A,7,6.0,34.0
55,Team A,8,45.0,61.0
55,Team A,9,23.0,25.0
55,Team A,10,48.0,28.0
55,Team B,0,65.0,9.0
55,Team B,1,100.0,6.0
55,Team B,2,76.0,10.0
55,Team B,3,61.0,19.0
55,Team B,4,35.0,43.0
55,Team B,5,20.0,29.0
55,Team B,6,22.0,35.0
55,Team B,7,76.0,22.0
55,Team B,8,89.0,28.0
55,Team B,9,70.0,61.0
55,Team B,10,43.0,13.0
56,Team A,0,45.0,43.0
56,Team A,1,54.0,14.0
56,Team A,2,53.0,23.0
56,Team A,3,69.0,53.0
56,Team A,4,35.0,58.0
56,Team A,5,2.0,15.0
56,Team A,6,2.0,62.0
56,Team A,7,6.0,33.0
56,Team A,8,44.0,62.0
56,Team A,9,23.0,25.0
56,Team A,10,47.0,27.0
56,Team B,0,64.0,8.0
56,Team B,1,100.0,6.0
56,Team B,2,76.0,9.0
56,Team B,3,61.0,19.0
56,Team B,4,35.0,44.0
56,Team B,5,20.0,29.0
56,Team B,6,22.0,35.0
56,Team B,7,75.0,23.0
56,Team B,8,88.0,27.0
56,Team B,9,70.0,61.0
56,Team B,10,43.0,13.0
57,Team A,0,45.0,43.0
57,Team A,1,53.0,15.0
57,Team A,2,54.0,24.0
57,Team A,3,69.0,53.0
57,Team A,4,34.0,57.0
57,Team A,5,3.0,14.0
57,Team A,6,1.0,63.0
57,Team A,7,6.0,33.0
57,Team A,8,45.0,61.0
57,Team A,9,23.0,25.0
57,Team A,10,48.0,28.0
57,Team B,0,65.0,9.0
57,Team B,1,100.0,6.0
57,Team B,2,76.0,8.0
57,Team B,3,62.0,18.0
57,Team B,4,35.0,44.0
57,Team B,5,19.0,30.0
57,Team B,6,23.0,34.0
57,Team B,7,76.0,22.0
57,Team B,8,87.0,28.0
57,Team B,9,71.0,60.0
57,Team B,10,43.0,13.0
58,Team A,0,45.0,43.0
58,Team A,1,54.0,15.0
58,Team A,2,55.0,25.0
58,Team A,3,69.0,53.0
58,Team A,4,33.0,56.0
58,Team A,5,2.0,15.0
58,Team A,6,0.0,62.0
58,Team A,7,7.0,32.0
58,Team A,8,45.0,61.0
58,Team A,9,23.0,25.0
58,Team A,10,48.0,28.0
58,Team B,0,64.0,10.0
58,Team B,1,100.0,6.0
58,Team B,2,76.0,8.0
58,Team B,3,61.0,19.0
58,Team B,4,35.0,44.0
58,Team B,5,20.0,29.0
58,Team B,6,24.0,35.0
58,Team B,7,76.0,22.0
58,Team B,8,88.0,27.0
58,Team B,9,70.0,61.0
58,Team B,10,43.0,13.0
59,Team A,0,44.0,44.0
59,Team A,1,53.0,16.0
59,Team A,2,54.0,24.0
59,Team A,3,69.0,53.0
59,Team A,4,33.0,56.0
59,Team A,5,2.0,15.0
59,Team A,6,1.0,62.0
59,Team A,7,6.0,33.0
59,Team A,8,46.0,60.0
59,Team A,9,22.0,24.0
59,Team A,10,47.0,29.0
59,Team B,0,65.0,9.0
59,Team B,1,100.0,6.0
59,Team B,2,76.0,8.0
59,Team B,3,61.0,19.0
59,Team B,4,35.0,44.0
59,Team B,5,20.0,29.0
59,Team B,6,23.0,34.0
59,Team B,7,76.0,22.0
59,Team B,8,89.0,26.0
59,Team B,9,70.0,61.0
59,Team B,10,43.0,13.0
60,Team A,0,43.0,45.0
60,Team A,1,52.0,17.0
60,Team A,2,54.0,24.0
60,Team A,3,69.0,53.0
60,Team A,4,33.0,56.0
60,Team A,5,2.0,15.0
60,Team A,6,2.0,62.0
60,Team A,7,6.0,33.0
60,Team A,8,45.0,61.0
60,Team A,9,23.0,23.0
60,Team A,10,48.0,30.0
60,Team B,0,66.0,10.0
60,Team B,1,101.0,7.0
60,Team B,2,77.0,9.0
60,Team B,3,62.0,20.0
60,Team B,4,35.0,44.0
60,Team B,5,21.0,28.0
60,Team B,6,22.0,35.0
60,Team B,7,76.0,22.0
60,Team B,8,88.0,27.0
60,Team B,9,70.0,61.0
60,Team B,10,42.0,14.0
61,Team A,0,42.0,44.0
61,Team A,1,53.0,16.0
61,Team A,2,55.0,25.0
61,Team A,3,70.0,52.0
61,Team A,4,33.0,56.0
61,Team A,5,2.0,15.0
61,Team A,6,2.0,62.0
61,Team A,7,7.0,34.0
61,Team A,8,45.0,61.0
61,Team A,9,23.0,24.0
61,Team A,10,48.0,29.0
61,Team B,0,65.0,9.0
61,Team B,1,100.0,6.0
61,Team B,2,76.0,8.0
61,Team B,3,61.0,19.0
61,Team B,4,35.0,44.0
61,Team B,5,20.0,29.0
61,Team B,6,21.0,34.0
61,Team B,7,76.0,22.0
61,Team B,8,89.0,28.0
61,Team B,9,70.0,61.0
61,Team B,10,41.0,15.0
62,Team A,0,43.0,43.0
62,Team A,1,54.0,15.0
62,Team A,2,54.0,24.0
62,Team A,3,69.0,53.0
62,Team A,4,33.0,56.0
62,Team A,5,2.0,15.0
62,Team A,6,1.0,61.0
62,Team A,7,6.0,33.0
62,Team A,8,45.0,61.0
62,Team A,9,23.0,25.0
62,Team A,10,49.0,30.0
62,Team B,0,65.0,9.0
62,Team B,1,100.0,6.0
62,Team B,2,76.0,8.0
62,Team B,3,60.0,18.0
62,Team B,4,35.0,44.0
62,Team B,5,21.0,28.0
62,Team B,6,22.0,35.0
62,Team B,7,76.0,22.0
62,Team B,8,88.0,27.0
62,Team B,9,70.0,61.0
62,Team B,10,42.0,14.0
63,Team A,0,44.0,43.0
63,Team A,1,55.0,15.0
63,Team A,2,54.0,24.0
63,Team A,3,68.0,52.0
63,Team A,4,33.0,56.0
63,Team A,5,2.0,15.0
63,Team A,6,2.0,62.0
63,Team A,7,6.0,33.0
63,Team A,8,45.0,61.0
63,Team A,9,23.0,25.0
63,Team A,10,48.0,29.0
63,Team B,0,65.0,9.0
63,Team B,1,100.0,6.0
63,Team B,2,76.0,8.0
63,Team B,3,61.0,19.0
63,Team B,4,34.0,43.0
63,Team B,5,20.0,29.0
63,Team B,6,21.0,36.0
63,Team B,7,76.0,22.0
63,Team B,8,89.0,28.0
63,Team B,9,69.0,60.0
63,Team B,10,43.0,13.0
64,Team A,0,45.0,43.0
64,Team A,1,55.0,15.0
64,Team A,2,55.0,23.0
64,Team A,3,69.0,53.0
64,Team A,4,33.0,56.0
64,Team A,5,1.0,14.0
64,Team A,6,3.0,61.0
64,Team A,7,5.0,34.0
64,Team A,8,45.0,61.0
64,Team A,9,24.0,26.0
64,Team A,10,48.0,28.0
64,Team B,0,65.0,9.0
64,Team B,1,100.0,6.0
64,Team B,2,75.0,7.0
64,Team B,3,62.0,18.0
64,Team B,4,35.0,44.0
64,Team B,5,19.0,30.0
64,Team B,6,20.0,37.0
64,Team B,7,77.0,21.0
64,Team B,8,90.0,29.0
64,Team B,9,70.0,61.0
64,Team B,10,43.0,13.0
65,Team A,0,45.0,43.0
65,Team A,1,55.0,15.0
65,Team A,2,54.0,24.0
65,Team A,3,69.0,53.0
65,Team A,4,34.0,57.0
65,Team A,5,2.0,15.0
65,Team A,6,2.0,60.0
65,Team A,7,6.0,33.0
65,Team A,8,44.0,60.0
65,Team A,9,23.0,25.0
65,Team A,10,48.0,28.0
65,Team B,0,65.0,9.0
65,Team B,1,100.0,6.0
65,Team B,2,76.0,8.0
65,Team B,3,61.0,19.0
65,Team B,4,34.0,45.0
65,Team B,5,20.0,29.0
65,Team B,6,21.0,36.0
65,Team B,7,78.0,22.0
65,Team B,8,89.0,28.0
65,Team B,9,70.0,61.0
65,Team B,10,43.0,13.0
66,Team A,0,44.0,42.0
66,Team A,1,55.0,15.0
66,Team A,2,55.0,25.0
66,Team A,3,69.0,53.0
66,Team A,4,33.0,58.0
66,Team A,5,3.0,14.0
66,Team A,6,2.0,61.0
66,Team A,7,6.0,33.0
66,Team A,8,45.0,61.0
66,Team A,9,23.0,25.0
66,Team A,10,48.0,28.0
66,Team B,0,65.0,9.0
66,Team B,1,101.0,5.0
66,Team B,2,77.0,7.0
66,Team B,3,61.0,19.0
66,Team B,4,35.0,44.0
66,Team B,5,20.0,29.0
66,Team B,6,20.0,35.0
66,Team B,7,77.0,22.0
66,Team B,8,88.0,27.0
66,Team B,9,70.0,61.0
66,Team B,10,43.0,13.0
67,Team A,0,45.0,43.0
67,Team A,1,55.0,15.0
67,Team A,2,56.0,24.0
67,Team A,3,69.0,53.0
67,Team A,4,33.0,57.0
67,Team A,5,2.0,15.0
67,Team A,6,2.0,62.0
67,Team A,7,7.0,34.0
67,Team A,8,45.0,61.0
67,Team A,9,23.0,25.0
67,Team A,10,49.0,27.0
67,Team B,0,65.0,9.0
67,Team B,1,100.0,6.0
67,Team B,2,76.0,8.0
67,Team B,3,61.0,19.0
67,Team B,4,35.0,44.0
67,Team B,5,20.0,29.0
67,Team B,6,21.0,36.0
67,Team B,7,76.0,21.0
67,Team B,8,88.0,27.0
67,Team B,9,70.0,61.0
67,Team B,10,43.0,13.0
68,Team A,0,45.0,43.0
68,Team A,1,56.0,16.0
68,Team A,2,55.0,25.0
68,Team A,3,69.0,53.0
68,Team A,4,33.0,56.0
68,Team A,5,2.0,15.0
68,Team A,6,2.0,62.0
68,Team A,7,6.0,33.0
68,Team A,8,44.0,62.0
68,Team A,9,23.0,25.0
68,Team A,10,48.0,28.0
68,Team B,0,65.0,9.0
68,Team B,1,101.0,5.0
68,Team B,2,75.0,9.0
68,Team B,3,61.0,19.0
68,Team B,4,35.0,44.0
68,Team B,5,20.0,29.0
68,Team B,6,22.0,37.0
68,Team B,7,76.0,22.0
68,Team B,8,88.0,27.0
68,Team B,9,70.0,61.0
68,Team B,10,43.0,13.0
69,Team A,0,45.0,43.0
69,Team A,1,55.0,15.0
69,Team A,2,54.0,24.0
69,Team A,3,69.0,53.0
69,Team A,4,33.0,56.0
69,Team A,5,2.0,15.0
69,Team A,6,2.0,62.0
69,Team A,7,6.0,33.0
69,Team A,8,43.0,61.0
69,Team A,9,23.0,25.0
69,Team A,10,48.0,28.0
69,Team B,0,65.0,9.0
69,Team B,1,100.0,6.0
69,Team B,2,76.0,8.0
69,Team B,3,61.0,19.0
69,Team B,4,35.0,44.0
69,Team B,5,20.0,29.0
69,Team B,6,21.0,36.0
69,Team B,7,76.0,22.0
69,Team B,8,88.0,27.0
69,Team B,9,71.0,60.0
69,Team B,10,43.0,13.0
70,Team A,0,45.0,43.0
70,Team A,1,55.0,15.0
70,Team A,2,54.0,24.0
70,Team A,3,69.0,53.0
70,Team A,4,32.0,55.0
70,Team A,5,2.0,15.0
70,Team A,6,2.0,62.0
70,Team A,7,6.0,33.0
70,Team A,8,44.0,61.0
70,Team A,9,23.0,25.0
70,Team A,10,48.0,28.0
70,Team B,0,64.0,10.0
70,Team B,1,100.0,6.0
70,Team B,2,76.0,8.0
70,Team B,3,61.0,19.0
70,Team B,4,35.0,44.0
70,Team B,5,21.0,30.0
70,Team B,6,20.0,37.0
70,Team B,7,75.0,23.0
70,Team B,8,88.0,27.0
70,Team B,9,70.0,61.0
70,Team B,10,43.0,13.0
71,Team A,0,45.0,43.0
71,Team A,1,54.0,14.0
71,Team A,2,53.0,25.0
71,Team A,3,69.0,53.0
71,Team A,4,33.0,56.0
71,Team A,5,2.0,15.0
71,Team A,6,2.0,62.0
71,Team A,7,5.0,34.0
71,Team A,8,45.0,61.0
71,Team A,9,23.0,25.0
71,Team A,10,49.0,27.0
71,Team B,0,65.0,9.0
71,Team B,1,100.0,6.0
71,Team B,2,75.0,7.0
71,Team B,3,62.0,20.0
71,Team B,4,35.0,44.0
71,Team B,5,20.0,29.0
71,Team B,6,21.0,36.0
71,Team B,7,76.0,22.0
71,Team B,8,88.0,27.0
71,Team B,9,70.0,61.0
71,Team B,10,43.0,13.0
72,Team A,0,45.0,43.0
72,Team A,1,55.0,15.0
72,Team A,2,54.0,24.0
72,Team A,3,69.0,53.0
72,Team A,4,33.0,56.0
72,Team A,5,2.0,15.0
72,Team A,6,2.0,62.0
72,Team A,7,6.0,33.0
72,Team A,8,46.0,62.0
72,Team A,9,23.0,25.0
72,Team A,10,50.0,26.0
72,Team B,0,65.0,9.0
72,Team B,1,100.0,6.0
72,Team B,2,76.0,8.0
72,Team B,3,61.0,19.0
72,Team B,4,35.0,44.0
72,Team B,5,20.0,29.0
72,Team B,6,22.0,35.0
72,Team B,7,75.0,23.0
72,Team B,8,88.0,27.0
72,Team B,9,70.0,61.0
72,Team B,10,43.0,13.0
73,Team A,0,45.0,43.0
73,Team A,1,56.0,16.0
73,Team A,2,54.0,24.0
73,Team A,3,69.0,53.0
73,Team A,4,33.0,56.0
73,Team A,5,2.0,15.0
73,Team A,6,2.0,62.0
73,Team A,7,6.0,33.0
73,Team A,8,45.0,61.0
73,Team A,9,23.0,25.0
73,Team A,10,49.0,27.0
73,Team B,0,64.0,8.0
73,Team B,1,101.0,7.0
73,Team B,2,76.0,8.0
73,Team B,3,61.0,19.0
73,Team B,4,34.0,45.0
73,Team B,5,20.0,29.0
73,Team B,6,23.0,36.0
73,Team B,7,76.0,22.0
73,Team B,8,89.0,26.0
73,Team B,9,70.0,61.0
73,Team B,10,43.0,13.0
74,Team A,0,45.0,43.0
74,Team A,1,55.0,15.0
74,Team A,2,54.0,24.0
74,Team A,3,69.0,53.0
74,Team A,4,33.0,56.0
74,Team A,5,2.0,15.0
74,Team A,6,2.0,62.0
74,Team A,7,6.0,33.0
74,Team A,8,45.0,61.0
74,Team A,9,24.0,24.0
74,Team A,10,48.0,28.0
74,Team B,0,63.0,7.0
74,Team B,1,100.0,6.0
74,Team B,2,76.0,8.0
74,Team B,3,60.0,20.0
74,Team B,4,35.0,44.0
74,Team B,5,19.0,28.0
74,Team B,6,24.0,35.0
74,Team B,7,75.0,23.0
74,Team B,8,88.0,27.0
74,Team B,9,70.0,61.0
74,Team B,10,43.0,13.0
75,Team A,0,45.0,43.0
75,Team A,1,55.0,15.0
75,Team A,2,54.0,24.0
75,Team A,3,69.0,53.0
75,Team A,4,34.0,57.0
75,Team A,5,3.0,14.0
75,Team A,6,2.0,62.0
75,Team A,7,6.0,33.0
75,Team A,8,44.0,60.0
75,Team A,9,23.0,25.0
75,Team A,10,47.0,27.0
75,Team B,0,64.0,8.0
75,Team B,1,100.0,6.0
75,Team B,2,76.0,8.0
75,Team B,3,61.0,19.0
75,Team B,4,34.0,45.0
75,Team B,5,20.0,29.0
75,Team B,6,23.0,35.0
75,Team B,7,76.0,22.0
75,Team B,8,89.0,28.0
75,Team B,9,70.0,61.0
75,Team B,10,42.0,14.0
76,Team A,0,45.0,43.0
76,Team A,1,55.0,15.0
76,Team A,2,53.0,23.0
76,Team A,3,69.0,53.0
76,Team A,4,33.0,56.0
76,Team A,5,2.0,15.0
76,Team A,6,2.0,62.0
76,Team A,7,7.0,34.0
76,Team A,8,45.0,61.0
76,Team A,9,24.0,24.0
76,Team A,10,48.0,28.0
76,Team B,0,65.0,9.0
76,Team B,1,100.0,6.0
76,Team B,2,76.0,8.0
76,Team B,3,61.0,19.0
76,Team B,4,33.0,44.0
76,Team B,5,20.0,29.0
76,Team B,6,22.0,35.0
76,Team B,7,76.0,22.0
76,Team B,8,88.0,27.0
76,Team B,9,70.0,61.0
76,Team B,10,43.0,13.0
77,Team A,0,45.0,43.0
77,Team A,1,55.0,15.0
77,Team A,2,54.0,24.0
77,Team A,3,69.0,53.0
77,Team A,4,33.0,56.0
77,Team A,5,2.0,15.0
77,Team A,6,2.0,62.0
77,Team A,7,8.0,35.0
77,Team A,8,45.0,61.0
77,Team A,9,23.0,25.0
77,Team A,10,48.0,28.0
77,Team B,0,66.0,8.0
77,Team B,1,99.0,7.0
77,Team B,2,76.0,8.0
77,Team B,3,61.0,19.0
77,Team B,4,34.0,44.0
77,Team B,5,20.0,29.0
77,Team B,6,22.0,35.0
77,Team B,7,76.0,22.0
77,Team B,8,88.0,27.0
77,Team B,9,71.0,60.0
77,Team B,10,43.0,13.0
78,Team A,0,46.0,44.0
78,Team A,1,55.0,15.0
78,Team A,2,53.0,25.0
78,Team A,3,70.0,54.0
78,Team A,4,33.0,56.0
78,Team A,5,2.0,15.0
78,Team A,6,1.0,63.0
78,Team A,7,9.0,36.0
78,Team A,8,46.0,62.0
78,Team A,9,23.0,25.0
78,Team A,10,48.0,28.0
78,Team B,0,65.0,9.0
78,Team B,1,100.0,6.0
78,Team B,2,76.0,8.0
78,Team B,3,62.0,18.0
78,Team B,4,35.0,43.0
78,Team B,5,20.0,29.0
78,Team B,6,22.0,35.0
78,Team B,7,76.0,22.0
78,Team B,8,88.0,27.0
78,Team B,9,70.0,61.0
78,Team B,10,43.0,13.0
79,Team A,0,45.0,43.0
79,Team A,1,55.0,15.0
79,Team A,2,54.0,24.0
79,Team A,3,69.0,53.0
79,Team A,4,33.0,56.0
79,Team A,5,2.0,15.0
79,Team A,6,0.0,62.0
79,Team A,7,8.0,35.0
79,Team A,8,45.0,61.0
